Index,X...Class,Head,Neck_Label,PER,LOC,OBJ,TEM,NUM,Root_POS
3050,HUM,What,np,0,1,0,0,0,VBZ
3052,HUM,What,np,1,0,0,0,1,VBN
3053,HUM,What,np,1,0,0,0,1,VB
3055,HUM,Who,ROOT,1,0,0,0,1,VBD
3056,HUM,Who,ROOT,1,0,0,0,0,VBZ
3057,HUM,Who,ROOT,0,1,1,0,1,VBD
3058,HUM,What,ROOT,0,1,0,0,1,VBP
3063,HUM,What,np,1,1,0,0,0,VBD
3064,HUM,What,ROOT,0,0,0,0,0,VBZ
3065,HUM,What,np,1,1,0,0,0,VBD
3070,HUM,Who,ROOT,1,0,0,0,0,VBD
3071,HUM,Who,ROOT,0,1,0,0,1,VBD
3072,HUM,What,ROOT,0,1,0,0,0,VBD
3073,HUM,Who,ROOT,1,0,0,0,0,VBD
3074,HUM,Who,ROOT,0,1,0,1,0,VBD
3075,HUM,Who,ROOT,0,0,1,0,0,NNP
3076,HUM,Who,aux,1,0,0,0,0,VBP
3077,HUM,What,np,1,0,0,0,0,VB
3078,HUM,Which,np,0,1,0,0,0,VBD
3083,HUM,Who,ROOT,0,0,0,0,0,VBZ
3086,HUM,What,np,0,0,0,0,0,VBZ
3088,HUM,Who,ROOT,0,0,1,0,0,VBD
3089,HUM,What,np,0,1,0,1,0,VBD
3091,HUM,What,np,0,1,0,0,1,VBZ
3092,HUM,Who,ROOT,0,0,1,0,0,VBD
3093,HUM,Who,ROOT,0,0,0,0,1,VBD
3094,HUM,Who,ROOT,0,1,0,0,0,VBZ
3098,HUM,Who,ROOT,1,0,0,0,0,VBD
3100,HUM,What,np,0,1,0,0,0,VBD
3101,HUM,What,np,0,1,0,0,0,VBD
3105,HUM,What,ROOT,1,1,0,0,0,VBD
3107,HUM,What,np,1,1,0,0,0,VBD
3108,HUM,What,ROOT,0,0,0,0,1,VBP
3114,HUM,What,ROOT,1,0,0,0,0,VBD
3117,HUM,Who,ROOT,0,0,0,0,0,VBN
3118,HUM,Who,auxpass,0,0,0,0,0,VBN
3119,HUM,Who,ROOT,1,1,0,0,1,VBD
3123,HUM,What,np,0,1,0,0,0,VBP
3124,HUM,What,np,1,0,0,0,0,VB
3126,HUM,Who,ROOT,0,1,0,0,0,VBD
3130,HUM,What,ROOT,0,0,0,0,0,VBZ
3132,HUM,What,np,1,1,0,0,1,VBD
3133,HUM,What,ROOT,0,1,0,0,0,VBD
3136,HUM,What,np,0,0,0,0,1,VBD
3137,HUM,Who,nc,0,0,0,0,0,NN
3138,HUM,Who,ROOT,1,0,1,0,0,VBD
3143,HUM,Who,nc,0,0,0,0,0,NN
3144,HUM,What,np,1,1,0,0,0,VBD
3148,HUM,What,np,0,0,0,0,0,VBZ
3149,HUM,Who,ROOT,0,1,0,0,0,VBZ
3153,HUM,What,np,0,0,0,0,1,VBZ
3156,HUM,What,np,0,1,0,0,0,VBZ
3157,HUM,Who,ROOT,0,1,0,0,0,VBZ
3158,HUM,What,np,0,0,0,0,0,VBD
3159,HUM,Who,ROOT,1,0,0,0,0,VBD
3160,HUM,What,ROOT,0,0,0,0,0,VBZ
3162,HUM,What,np,0,0,0,0,1,NNS
3163,HUM,Who,ROOT,0,1,0,0,0,VBZ
3164,HUM,Who,ROOT,1,0,1,0,0,VBD
3165,HUM,Who,ROOT,1,0,0,0,0,VBD
3169,HUM,Who,ROOT,1,0,0,0,0,VBD
3170,HUM,Who,ROOT,0,1,0,0,0,VBZ
3173,HUM,Who,ROOT,1,0,0,0,0,VBD
3175,HUM,What,np,1,0,0,0,0,VBD
3177,HUM,Who,ROOT,0,0,0,0,0,VBD
3179,HUM,Who,ROOT,1,0,0,0,0,VBD
3180,HUM,What,np,0,1,0,0,0,VBD
3182,HUM,What,ROOT,1,1,0,0,0,VBZ
3184,HUM,What,np,0,0,0,0,0,VBD
3185,HUM,What,np,0,1,0,0,1,VBD
3186,HUM,What,np,1,1,0,0,0,VBP
3187,HUM,What,amod,0,0,0,0,0,VBD
3188,HUM,Who,ROOT,1,0,0,0,0,VBD
3190,HUM,Who,ROOT,0,1,0,0,0,VBN
3191,HUM,What,ROOT,1,1,0,0,0,VBD
3192,HUM,Who,ROOT,0,0,1,0,1,VBD
3193,HUM,Who,ROOT,0,1,0,0,1,VBZ
3195,HUM,What,np,0,1,0,0,1,VBD
3196,HUM,Which,ROOT,0,0,0,0,1,VBZ
3197,HUM,What,np,0,0,1,1,0,VBD
3198,HUM,What,ROOT,1,0,0,0,0,VBD
3199,HUM,What,np,0,1,0,0,0,VBN
3200,HUM,What,np,0,0,0,0,0,VBZ
3205,HUM,Who,ROOT,0,1,0,0,0,VBD
3207,HUM,Who,ROOT,0,1,0,0,0,VBZ
3208,HUM,What,ROOT,0,0,0,0,0,VBZ
3212,HUM,Who,ROOT,1,0,0,0,0,VBD
3214,HUM,Who,ROOT,0,0,1,0,0,NNPS
3219,HUM,What,np,1,0,0,0,0,VB
3221,HUM,What,np,0,1,0,0,0,VBD
3224,HUM,What,np,0,1,0,0,1,VBD
3226,HUM,Who,ROOT,0,1,0,0,0,VBD
3228,HUM,What,np,1,0,0,0,0,VBZ
3229,HUM,What,np,0,0,0,0,0,VBD
3231,HUM,Who,ROOT,1,0,0,0,0,VBD
3232,HUM,Who,ROOT,0,0,1,0,0,VBD
3235,HUM,What,ROOT,1,0,0,0,0,VBD
3236,HUM,Who,nc,0,0,0,0,0,NNS
3237,HUM,What,ROOT,0,1,0,0,0,VBZ
3238,HUM,What,np,0,1,0,0,0,VBN
3240,HUM,What,np,1,0,0,0,0,VBN
3243,HUM,What,np,0,0,1,1,1,VBD
3244,HUM,What,ROOT,0,0,0,0,1,VBP
3246,HUM,What,ROOT,1,0,0,0,0,VBZ
3247,HUM,Who,ROOT,1,0,0,0,0,VBD
3249,HUM,Who,ROOT,1,0,0,0,0,VBD
3250,HUM,What,ROOT,0,0,0,0,0,VBD
3253,HUM,What,ROOT,1,0,0,0,0,VBZ
3254,HUM,What,ROOT,1,0,0,0,0,VBZ
3255,HUM,Who,ROOT,0,1,0,0,0,VBD
3256,HUM,Who,ROOT,1,1,0,0,0,VBD
3259,HUM,Who,ROOT,0,1,0,0,0,VBD
3260,HUM,What,np,1,0,0,0,0,VBD
3261,HUM,Who,ROOT,0,0,0,0,0,VBD
3262,HUM,Who,ROOT,0,0,0,0,0,VBN
3263,HUM,What,np,0,1,0,0,0,NNS
3265,HUM,Who,ROOT,0,0,0,0,0,VBD
3267,HUM,What,np,1,1,0,0,0,VB
3268,HUM,Who,ROOT,0,1,0,0,0,VBZ
3270,HUM,What,ROOT,1,0,0,0,0,VBD
3271,HUM,Who,ROOT,1,0,0,1,1,VBD
3272,HUM,What,amod,0,0,0,0,0,VBD
3275,HUM,What,np,1,1,0,0,0,VBD
3276,HUM,What,np,0,1,0,0,1,VBP
3277,HUM,Who,ROOT,0,0,0,0,0,VBN
3278,HUM,Who,ROOT,1,0,0,0,0,VBD
3279,LOC,What,np,0,1,0,0,0,VBZ
3280,LOC,What,ROOT,0,1,0,0,0,VBZ
3281,LOC,Which,np,0,1,0,0,1,VBP
3282,LOC,Where,aux,0,0,1,0,0,VB
3285,LOC,Where,ROOT,1,0,0,0,0,VBZ
3287,LOC,Which,np,0,1,0,0,0,VBZ
3290,LOC,What,ROOT,0,1,0,0,0,VBZ
3294,LOC,Where,ROOT,0,1,0,0,0,VBZ
3299,LOC,Where,ROOT,1,0,0,0,0,VBZ
3301,LOC,Where,auxpass,0,0,1,0,0,VBD
3307,LOC,What,np,1,0,0,0,0,VBN
3308,LOC,What,np,0,0,0,0,0,VBP
3314,LOC,What,np,1,0,0,0,0,VB
3315,LOC,What,ROOT,0,1,0,0,0,VBZ
3318,LOC,What,np,1,0,0,0,0,VB
3325,LOC,What,ROOT,0,1,0,0,0,VBZ
3326,LOC,Where,aux,0,0,0,0,0,VB
3328,LOC,Which,np,1,0,0,0,0,VB
3329,LOC,Where,aux,0,0,0,0,0,VBN
3330,LOC,Where,aux,0,1,0,1,0,VB
3331,LOC,What,np,0,1,0,0,0,VBP
3333,LOC,Where,ROOT,1,0,0,0,0,VBZ
3335,LOC,What,ROOT,0,1,0,0,0,VBD
3337,LOC,What,np,0,1,0,0,0,VBN
3338,LOC,Where,aux,0,0,0,0,0,VB
3340,LOC,Where,auxpass,0,1,0,0,0,VBN
3343,LOC,Where,aux,0,0,0,0,0,VB
3345,LOC,What,np,0,0,0,0,1,VBD
3346,LOC,What,ROOT,0,1,0,0,0,VBZ
3348,LOC,What,np,0,1,1,0,0,VBZ
3350,LOC,What,auxpass,0,1,0,0,0,VBN
3351,LOC,What,np,0,0,0,0,0,VBZ
3352,LOC,What,np,0,0,0,0,0,VBZ
3356,LOC,What,np,1,1,0,0,0,NNP
3362,LOC,Where,aux,0,1,0,0,0,NN
3363,LOC,What,np,0,0,0,0,0,VBN
3364,LOC,What,ROOT,1,0,0,0,0,VBZ
3365,LOC,Where,ROOT,0,1,0,0,0,VBZ
3366,LOC,What,ROOT,0,1,0,0,0,VBZ
3367,LOC,Where,ROOT,0,1,0,0,0,VBZ
3372,LOC,Where,ROOT,0,1,0,0,0,VBZ
3374,LOC,Where,aux,1,1,0,0,0,VB
3377,LOC,Which,np,0,0,0,0,0,VB
3380,LOC,Where,auxpass,0,0,0,0,0,VBN
3382,LOC,Where,ROOT,0,0,0,0,0,VBP
3385,LOC,What,np,0,0,0,0,0,VBZ
3386,LOC,What,ROOT,0,0,0,0,1,VBP
3387,LOC,What,np,0,1,0,0,0,VBZ
3393,LOC,Where,auxpass,0,1,0,0,0,VBN
3395,LOC,What,ROOT,0,1,0,0,0,VBZ
3397,LOC,Where,aux,0,1,0,0,1,VB
3399,LOC,What,ROOT,0,1,0,0,0,VBP
3404,LOC,What,ROOT,0,0,0,0,0,VBZ
3405,LOC,What,ROOT,0,0,0,0,0,VBZ
3408,LOC,What,ROOT,0,1,0,0,0,VBZ
3409,LOC,What,ROOT,1,0,0,0,0,VBZ
3411,LOC,What,np,0,1,0,0,0,VBZ
3414,LOC,What,np,0,0,0,0,0,VBZ
3415,LOC,What,np,0,1,0,0,1,VBP
3416,LOC,Where,aux,1,0,0,0,0,VB
3418,LOC,Where,ROOT,0,0,0,0,0,VBZ
3421,LOC,Where,aux,0,0,0,0,1,VB
3422,LOC,What,np,1,1,0,0,0,VBZ
3423,LOC,Where,ROOT,0,1,0,0,0,VBZ
3425,LOC,What,ROOT,0,0,0,0,0,VBZ
3429,LOC,Where,ROOT,0,1,0,0,0,VBZ
3433,LOC,What,nummod,0,1,0,0,1,VBP
3439,LOC,What,np,0,0,1,0,0,VBZ
3440,LOC,Where,aux,0,0,0,0,0,VB
3441,LOC,Where,aux,0,1,0,0,0,VB
3442,LOC,What,np,1,0,0,0,0,VBD
3443,LOC,Where,aux,1,0,0,0,0,VB
3445,LOC,What,np,0,0,0,0,0,VBZ
3449,LOC,What,ROOT,0,0,0,0,0,VBP
3451,LOC,What,np,0,0,0,0,1,VBN
3455,LOC,What,ROOT,0,1,0,0,0,VBZ
3456,LOC,Where,ROOT,0,0,0,0,1,VBP
3459,LOC,What,ROOT,0,0,0,0,0,VBZ
3460,LOC,What,ROOT,0,0,0,0,0,VBZ
3461,LOC,What,ROOT,0,1,0,0,0,VBZ
3462,LOC,What,np,0,1,0,0,0,NNS
3464,LOC,Where,ROOT,1,0,0,0,0,VBZ
3466,LOC,What,np,0,1,0,0,0,VBZ
3472,LOC,What,np,0,1,0,0,0,VBZ
3474,LOC,What,np,1,0,0,0,0,VBD
3476,LOC,Where,aux,0,0,1,0,0,VBP
3479,LOC,Where,ROOT,0,1,0,0,0,VBZ
3481,LOC,What,np,0,1,0,0,0,VBZ
3484,LOC,Where,ROOT,0,0,1,0,0,VBZ
3485,LOC,What,ROOT,0,0,0,0,1,VBP
3486,LOC,Which,np,0,0,0,0,0,VBN
3487,LOC,What,ROOT,0,0,0,0,0,VBZ
3488,LOC,What,ROOT,0,1,0,0,0,VBZ
3489,LOC,What,np,0,1,0,0,1,VBZ
3490,LOC,What,poss,0,1,0,0,0,NN
3492,LOC,Where,aux,0,1,0,0,0,VBP
3493,LOC,Which,np,0,1,0,0,0,VBZ
3494,LOC,Where,ROOT,0,1,0,0,0,VBZ
3495,LOC,What,aux,0,1,0,0,0,VB
3496,LOC,What,np,0,1,0,0,0,VBZ
3499,LOC,Where,aux,1,0,0,0,0,VB
3501,LOC,What,np,1,0,1,0,0,NNS
3502,LOC,What,np,0,0,0,0,0,VBP
3503,LOC,What,np,1,0,1,0,0,VBN
3504,LOC,What,ROOT,0,0,0,0,0,VBZ
3505,LOC,What,np,1,0,0,0,0,VBZ
3506,LOC,What,ROOT,0,1,0,0,0,VBZ
3507,LOC,What,np,0,0,0,0,0,VBP
3508,LOC,Where,ROOT,1,0,0,0,0,VBP
3510,LOC,What,np,0,1,0,0,0,VBZ
3512,LOC,What,ROOT,0,1,0,0,0,VBP
3513,LOC,What,np,0,0,0,0,0,VBZ
3515,LOC,Where,aux,0,1,0,0,0,VB
3518,LOC,Where,ROOT,1,0,0,0,0,VBZ
3519,LOC,What,np,0,1,0,0,0,VBN
3522,LOC,What,np,0,1,0,0,0,NNS
3523,LOC,What,np,1,0,0,0,0,NN
3524,LOC,What,np,1,1,0,0,0,VBZ
3525,LOC,What,np,1,1,0,0,0,VB
3528,LOC,What,np,0,0,0,0,0,VBZ
3529,LOC,What,np,1,0,0,0,1,VBP
3530,LOC,What,ROOT,0,0,0,0,0,VBZ
3534,LOC,What,np,0,1,0,0,0,VBD
3535,LOC,Where,aux,0,0,0,0,0,VB
3537,LOC,Where,aux,1,0,0,0,0,VB
3540,LOC,Where,ROOT,0,1,0,0,0,VBZ
3542,LOC,What,np,1,0,1,0,0,VBD
3543,LOC,What,np,0,1,0,0,0,VBZ
3545,LOC,Where,aux,0,0,0,1,0,VBP
3547,LOC,What,np,1,1,0,0,0,VBZ
3548,LOC,What,nummod,0,1,0,0,1,VBP
3551,LOC,What,np,0,1,0,0,0,VBN
3552,LOC,Where,np,0,0,0,0,0,NN
3553,LOC,What,ROOT,1,0,1,0,0,VBD
3557,LOC,What,np,1,0,0,0,0,VBD
3559,LOC,What,ROOT,0,1,0,0,0,VBD
3561,LOC,Where,aux,0,1,0,0,0,VB
3564,LOC,What,ROOT,0,1,0,0,1,VBP
3566,LOC,What,np,0,1,0,0,1,VBD
3567,LOC,What,ROOT,1,0,0,0,0,VBZ
3574,LOC,What,np,1,0,0,1,0,VBN
3577,LOC,Where,ROOT,0,1,0,0,0,VBZ
3579,LOC,Where,ROOT,0,0,0,0,0,VBD
3580,LOC,Where,ROOT,0,1,0,0,0,VBP
3581,LOC,Where,aux,0,0,0,0,0,VBP
3586,LOC,Where,aux,0,1,0,0,0,VB
3589,LOC,Which,np,0,0,0,0,0,VBZ
3591,LOC,What,ROOT,0,1,0,0,1,VBP
3595,LOC,What,np,1,1,0,0,0,VBZ
3600,LOC,What,np,1,1,0,0,0,VBZ
3601,LOC,What,np,1,0,0,0,0,VBZ
3604,LOC,Where,auxpass,0,1,0,0,0,VBN
3605,LOC,What,aux,1,0,0,0,0,VB
3606,LOC,What,np,0,1,0,0,0,VBZ
3607,LOC,What,ROOT,1,1,0,1,0,VBD
3608,LOC,Where,ROOT,1,0,0,0,0,VBZ
3609,LOC,Where,aux,1,0,0,0,0,VB
3611,LOC,What,np,0,1,0,0,0,VBN
3612,LOC,What,ROOT,0,1,0,0,0,VBP
3614,LOC,What,np,0,1,0,0,0,VBN
3615,LOC,Where,aux,0,0,1,0,0,VB
3616,LOC,What,np,0,1,0,0,0,VBZ
3617,LOC,Where,ROOT,1,0,0,0,0,VBZ
3619,LOC,What,np,0,1,0,0,0,VBZ
3624,LOC,What,np,0,1,0,0,1,VBZ
3626,LOC,What,ROOT,1,0,0,0,1,VBP
3627,LOC,Where,aux,1,0,1,0,0,VB
3630,LOC,Where,aux,0,1,0,1,1,VBP
3632,LOC,Where,ROOT,1,1,0,0,0,VBZ
3633,LOC,What,ROOT,0,1,0,0,0,VBZ
3635,LOC,Where,auxpass,0,1,0,0,0,VBN
3636,LOC,What,np,0,0,0,1,0,VB
3637,LOC,What,np,0,0,0,0,1,VBN
3639,LOC,Where,aux,1,0,0,0,0,VB
3643,LOC,What,ROOT,0,0,0,0,1,VBZ
3646,LOC,Where,aux,1,0,0,0,0,VB
3648,LOC,What,ROOT,0,1,0,0,0,VBZ
3649,LOC,What,np,1,1,0,0,0,VBZ
3650,LOC,What,ROOT,0,1,0,0,0,VBZ
3651,LOC,What,np,0,1,0,0,1,VBZ
3652,LOC,What,np,0,1,1,0,1,VBD
3653,LOC,Where,ROOT,0,1,0,0,0,VBP
3659,LOC,What,np,0,1,0,0,1,VBZ
3661,LOC,Where,ROOT,0,0,0,1,0,VBZ
3662,LOC,Where,ROOT,0,0,0,0,0,VBZ
3663,LOC,Where,aux,0,0,0,0,0,VB
3665,LOC,Where,aux,1,0,0,0,0,VB
3667,LOC,Where,aux,0,0,0,0,0,VB
3668,LOC,Which,np,1,0,0,0,0,VBZ
3671,LOC,What,np,0,0,0,0,0,VBZ
3672,LOC,Where,ROOT,0,0,0,0,0,VBZ
3674,LOC,What,amod,0,1,0,0,0,VBZ
3676,LOC,What,np,0,1,0,0,0,VBZ
3678,LOC,What,np,1,1,0,0,0,NNP
3683,LOC,Where,ROOT,0,1,0,0,0,VBZ
3690,LOC,What,np,1,1,0,0,0,VB
3691,LOC,Where,aux,1,0,0,0,0,VB
3694,LOC,What,np,0,0,0,0,0,VBZ
3696,LOC,What,np,0,1,0,0,0,NN
3699,LOC,What,np,0,1,0,0,1,VBZ
3702,LOC,What,np,1,0,0,0,0,VBD
3703,LOC,Where,aux,1,0,0,0,0,VB
3707,LOC,What,ROOT,0,0,0,0,1,VBP
3709,LOC,What,np,1,1,0,0,0,VB
3710,LOC,What,np,0,0,1,0,1,VBD
3712,LOC,What,np,0,1,0,0,0,VBZ
3714,LOC,Where,aux,1,0,0,0,0,VB
3720,LOC,Where,aux,0,1,0,0,0,VB
3721,LOC,What,np,0,0,0,0,1,VBZ
3722,LOC,What,np,0,1,0,0,0,VBZ
3723,LOC,Where,auxpass,0,0,0,0,0,VBN
3725,LOC,What,np,1,1,0,0,0,VBZ
3726,LOC,What,ROOT,0,0,0,0,0,VBZ
3728,LOC,Where,ROOT,0,1,0,0,1,VBD
3731,LOC,What,np,0,0,0,0,0,VBZ
3732,LOC,Where,aux,0,0,0,0,0,VB
3734,LOC,What,np,0,1,0,0,1,VBN
3737,LOC,What,np,1,0,0,0,1,VBN
3740,LOC,What,ROOT,0,1,0,0,0,VBZ
3741,LOC,What,np,0,0,0,0,0,VBN
3745,LOC,What,np,0,1,0,0,0,NNS
3746,LOC,Where,aux,0,0,0,0,0,VB
3747,LOC,What,np,0,1,0,0,0,VBN
3751,LOC,What,np,0,1,0,0,1,VBZ
3752,LOC,Where,aux,0,0,1,0,1,VB
3757,LOC,Where,ROOT,0,1,0,0,0,VBZ
3758,LOC,What,np,0,1,0,0,0,VBP
3760,LOC,Where,aux,0,0,0,0,0,VB
3763,LOC,Where,ROOT,0,1,0,0,0,VBZ
3764,LOC,What,ROOT,0,1,0,0,0,VBD
3767,LOC,What,np,0,0,0,1,0,VBP
3768,LOC,What,ROOT,0,1,0,0,0,VBZ
3770,LOC,What,np,0,0,0,0,1,VBZ
3771,LOC,What,np,1,1,0,0,1,VBN
3776,LOC,What,ROOT,0,1,0,0,0,VBZ
3777,LOC,What,np,0,1,0,0,0,VBZ
3778,LOC,What,ROOT,0,0,0,0,0,VBZ
3779,LOC,What,ROOT,0,1,0,0,0,VBZ
3783,LOC,What,ROOT,0,0,0,0,0,VBP
3785,LOC,Where,aux,0,0,0,0,0,VB
3786,LOC,What,np,1,0,0,0,0,VBZ
3787,LOC,What,ROOT,0,1,0,0,0,VBZ
3789,LOC,What,np,0,0,0,0,0,VB
3790,LOC,Where,aux,0,0,0,0,0,VB
3793,LOC,What,np,0,0,0,0,0,VBP
3798,LOC,Where,aux,0,0,0,0,0,VB
3800,LOC,What,np,0,1,0,0,0,VBZ
3801,LOC,Where,np,0,0,0,0,0,NN
3802,LOC,What,ROOT,0,0,0,0,0,VBZ
3803,LOC,Where,aux,0,1,0,0,0,VBP
3805,LOC,Where,ROOT,1,0,0,0,0,VBP
3806,LOC,Where,aux,0,0,0,0,0,VB
3808,LOC,What,np,0,0,0,0,0,VBZ
3809,LOC,What,np,1,1,0,0,0,VBD
3810,LOC,What,ROOT,0,0,0,0,0,VBP
3811,LOC,What,np,0,1,0,1,0,VBD
3812,LOC,What,advmod,0,0,0,0,0,VB
3814,LOC,Where,aux,1,0,0,1,0,VB
3815,LOC,What,np,1,1,0,0,0,VBN
3816,LOC,What,np,0,1,0,0,0,VBD
3818,LOC,What,ROOT,1,0,0,0,0,VBD
3820,LOC,Where,aux,0,0,0,0,0,VB
3821,LOC,Where,ROOT,0,0,0,0,0,VBZ
3822,LOC,What,np,0,1,0,0,0,NNS
3823,LOC,Where,ROOT,0,1,0,0,0,VBP
3824,LOC,What,ROOT,0,1,0,0,0,VBZ
3826,LOC,Where,ROOT,0,1,0,0,0,VBZ
3828,LOC,What,ROOT,0,0,0,1,0,VBD
3830,LOC,What,ROOT,0,1,0,0,0,VBZ
3831,LOC,What,np,0,1,0,0,0,VBZ
3834,LOC,What,np,0,0,0,0,0,VBZ
3836,LOC,What,np,0,0,0,0,0,VBZ
3837,LOC,Where,ROOT,0,0,0,0,1,VBZ
3843,LOC,What,np,0,1,1,0,0,NN
3848,LOC,Where,ROOT,0,1,0,0,0,VBZ
3849,LOC,What,np,0,1,0,0,0,VBZ
3850,LOC,Where,aux,1,0,0,0,0,VB
3851,LOC,What,np,1,1,0,0,0,VBD
3852,LOC,Where,aux,0,1,0,0,0,VBP
3853,LOC,Where,aux,1,0,0,0,0,VB
3854,LOC,What,np,0,1,0,0,0,JJ
3855,LOC,What,ROOT,1,0,0,0,0,VBZ
3859,LOC,What,ROOT,0,1,0,0,0,VBZ
3862,LOC,Where,auxpass,0,1,0,0,0,VBN
3863,LOC,What,ROOT,0,1,0,0,0,VBZ
3864,LOC,What,ROOT,0,0,0,0,0,VBZ
3865,LOC,What,np,0,1,0,0,0,VBZ
3868,LOC,Where,aux,0,0,0,0,0,VB
3869,LOC,What,ROOT,0,0,0,0,1,VBP
3870,LOC,Where,ROOT,0,0,0,0,0,VBZ
3872,LOC,What,np,0,1,0,0,0,VBN
3873,LOC,Where,auxpass,0,0,0,0,0,VBN
3875,LOC,What,np,0,0,0,0,0,NN
3876,LOC,Where,ROOT,0,0,0,0,0,VBP
3879,LOC,Where,aux,0,0,0,0,0,NN
3880,LOC,What,ROOT,0,1,0,0,0,VBZ
3881,LOC,What,np,1,0,0,0,1,VBZ
3883,LOC,What,ROOT,0,1,0,0,0,VBZ
3884,LOC,Where,auxpass,1,0,0,0,0,VBN
3888,LOC,What,np,0,0,0,0,0,NN
3891,LOC,What,ROOT,0,0,0,0,0,VBZ
3894,LOC,Which,amod,0,1,0,1,0,VBD
3896,LOC,What,np,1,0,0,0,0,VB
3898,LOC,Where,ROOT,0,0,0,0,0,VBZ
3899,LOC,What,np,0,1,0,0,0,VBN
3900,LOC,What,np,0,0,0,0,0,VBZ
3902,LOC,Where,ROOT,0,1,0,0,0,VBP
3904,LOC,What,ROOT,0,0,0,0,1,VBD
3906,LOC,Where,ROOT,0,0,0,0,0,VBZ
3907,LOC,What,ROOT,0,1,0,0,0,VBZ
3915,LOC,What,ROOT,0,1,0,0,0,VBZ
3918,LOC,Where,aux,0,0,0,0,0,VB
3919,LOC,What,np,1,0,0,0,1,VBP
3923,LOC,What,np,0,1,0,0,1,VBN
3929,LOC,What,ROOT,0,0,0,0,0,VBZ
3930,LOC,What,np,0,0,0,0,0,VBG
3932,LOC,What,ROOT,0,0,0,0,0,VBZ
3933,LOC,What,np,0,0,0,0,0,VBP
3934,LOC,Which,np,0,1,0,0,0,VBZ
3935,LOC,Where,ROOT,0,0,0,0,0,VBP
3936,LOC,What,ROOT,0,1,0,0,0,VBZ
3937,LOC,What,np,0,0,0,0,0,VBZ
3940,LOC,What,np,1,0,0,0,0,VBZ
3946,LOC,Where,ROOT,0,1,0,0,0,NNP
3949,LOC,What,np,0,0,0,0,0,VB
3950,LOC,What,np,0,1,0,0,1,VBZ
3951,LOC,Where,aux,0,1,0,0,0,VBP
3952,LOC,What,np,0,1,0,0,0,VBZ
3954,LOC,Where,aux,1,0,1,0,0,VBP
3955,LOC,Where,aux,0,0,1,0,0,VB
3956,LOC,What,np,0,1,0,0,0,VBZ
3962,LOC,What,np,0,0,0,0,0,VBZ
3963,LOC,What,np,0,0,0,0,0,VBZ
3964,LOC,What,np,0,0,0,0,0,VBZ
3965,LOC,Where,ROOT,1,0,0,0,0,VBD
3966,LOC,What,ROOT,1,0,0,0,0,VBZ
3967,LOC,What,np,0,0,0,0,0,VBZ
3968,LOC,What,np,0,1,0,0,0,VBZ
3969,LOC,Where,ROOT,0,1,0,0,1,VBZ
3970,LOC,What,np,0,1,0,0,0,VBN
3976,LOC,What,amod,0,1,0,0,0,NNS
3978,LOC,What,np,0,1,0,0,0,VBN
3980,LOC,What,ROOT,0,0,0,0,0,VBZ
3981,LOC,Where,aux,0,0,0,0,0,VB
3982,LOC,What,np,0,1,0,0,0,VBZ
3984,LOC,Where,aux,0,1,0,0,0,VB
3986,LOC,What,np,0,0,0,0,0,VBD
3990,LOC,Where,ROOT,0,0,0,0,0,VBZ
3991,LOC,What,np,1,1,0,0,0,VBN
3992,LOC,Where,ROOT,1,0,0,0,0,VBZ
3993,LOC,What,np,0,1,0,0,0,VBN
3994,LOC,Where,ROOT,1,0,0,0,0,VBD
4001,LOC,What,np,1,0,0,0,0,VB
4002,LOC,What,ROOT,0,1,0,0,0,VBZ
4004,LOC,What,ROOT,0,1,0,0,0,VBP
4007,LOC,Where,ROOT,0,1,0,0,0,VBZ
4009,LOC,What,np,0,1,0,0,1,VBZ
4010,LOC,What,np,0,1,0,0,0,VB
4011,LOC,What,np,1,0,0,1,0,VBN
4012,LOC,What,np,0,1,0,0,0,VBZ
4013,LOC,What,ROOT,0,0,0,0,0,VBZ
4014,LOC,Where,aux,0,0,0,0,0,VB
4015,NUM,When,auxpass,1,0,0,0,0,VBN
4016,NUM,How,np,1,0,1,0,0,VBN
4019,NUM,How,amod,0,1,0,0,0,VBP
4020,NUM,When,aux,0,0,0,0,0,VB
4024,NUM,How,np,0,0,0,0,0,VBN
4025,NUM,When,aux,0,1,0,0,0,VB
4027,NUM,How,np,0,0,0,0,0,VB
4028,NUM,How,advmod,0,0,0,0,0,VB
4031,NUM,How,np,1,0,0,0,0,VBN
4032,NUM,How,np,0,0,0,0,0,VBP
4033,NUM,What,ROOT,0,0,0,1,0,VBZ
4035,NUM,How,np,0,0,1,0,0,VBN
4036,NUM,What,ROOT,0,0,0,1,0,VBP
4038,NUM,When,aux,1,0,0,0,0,VBP
4043,NUM,How,np,0,0,0,0,0,VBZ
4044,NUM,How,np,0,1,0,1,0,NN
4046,NUM,When,ROOT,0,1,0,0,1,VBD
4047,NUM,When,aux,0,0,0,0,0,VB
4050,NUM,How,np,0,0,0,0,0,VBP
4051,NUM,When,ROOT,1,0,0,0,0,VBZ
4052,NUM,When,auxpass,0,1,0,0,0,VBD
4056,NUM,What,ROOT,0,0,0,0,0,VBD
4059,NUM,What,ROOT,0,0,0,0,0,VBZ
4060,NUM,What,ROOT,0,1,0,0,0,VBZ
4062,NUM,What,ROOT,1,1,0,0,1,VBZ
4067,NUM,How,np,1,0,0,0,1,VBD
4069,NUM,What,np,1,0,0,0,0,VB
